index,income_total,income_type,gender,car,reality,child_num,edu_type,family_type,house_type,FLAG_MOBIL,phone_case,email,occyp_type,family_size,begin_month,YEARS_BIRTH,ADD_DAYS_BIRTH,YEARS_EMPLOYED,ADD_DAYS_EMPLOYED,credit
6200,180000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,,2.0,-10.0,57,39,unemployed,unemployed,2.0
6201,225000.0,Working,M,Y,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-13.0,54,262,18,40,2.0
6202,270000.0,State servant,M,N,Y,1,Higher education,Married,House / apartment,1,0,0,Core staff,3.0,-46.0,30,132,1,11,2.0
6203,180000.0,Working,F,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,High skill tech staff,1.0,-56.0,35,230,1,318,0.0
6204,148500.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,2,0,Laborers,2.0,0.0,33,234,5,19,0.0
6205,270000.0,Commercial associate,M,Y,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,3,0,Core staff,1.0,-25.0,30,82,2,257,1.0
6206,211500.0,Working,M,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,3,0,Core staff,1.0,-32.0,27,217,3,6,2.0
6207,171000.0,Working,F,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Accountants,1.0,-6.0,54,171,23,10,1.0
6208,157500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-17.0,41,291,12,111,1.0
6209,292500.0,Working,F,N,Y,0,Higher education,Single / not married,House / apartment,1,1,1,Managers,1.0,-1.0,47,233,4,202,0.0
6210,225000.0,State servant,F,N,Y,0,Higher education,Married,House / apartment,1,1,0,,2.0,-5.0,52,329,6,245,1.0
6211,99000.0,Working,M,Y,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,Drivers,2.0,-12.0,57,231,3,157,0.0
6212,126000.0,Working,M,N,N,0,Higher education,Single / not married,House / apartment,1,3,0,Core staff,1.0,-9.0,34,206,5,79,2.0
6213,144000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-26.0,61,226,unemployed,unemployed,2.0
6214,225000.0,Commercial associate,M,N,Y,0,Higher education,Single / not married,House / apartment,1,0,0,Laborers,1.0,-13.0,38,325,18,311,2.0
6215,247500.0,Commercial associate,F,N,Y,0,Higher education,Separated,Rented apartment,1,0,0,Core staff,1.0,-11.0,46,226,3,252,1.0
6216,225000.0,Commercial associate,M,N,N,0,Secondary / secondary special,Married,House / apartment,1,3,0,Laborers,2.0,-39.0,40,282,3,37,2.0
6217,135000.0,Pensioner,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-8.0,63,61,unemployed,unemployed,2.0
6218,121500.0,Working,M,Y,N,0,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,-6.0,40,269,18,334,1.0
6219,135000.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,3,0,Laborers,3.0,-10.0,27,257,8,250,0.0
6220,130500.0,Working,F,Y,N,2,Secondary / secondary special,Married,House / apartment,1,0,1,Laborers,4.0,-7.0,30,19,0,163,1.0
6221,112500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,,2.0,-1.0,63,260,unemployed,unemployed,0.0
6222,162000.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Accountants,2.0,-51.0,60,34,9,191,0.0
6223,180000.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-47.0,37,222,16,191,2.0
6224,126000.0,Working,F,Y,Y,1,Higher education,Married,House / apartment,1,0,0,,3.0,-31.0,25,316,0,157,0.0
6225,292500.0,Commercial associate,M,Y,Y,2,Secondary / secondary special,Married,House / apartment,1,1,0,,4.0,-10.0,33,46,7,98,1.0
6226,135000.0,Commercial associate,M,Y,N,1,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,-19.0,25,298,3,310,2.0
6227,270000.0,Commercial associate,M,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,-38.0,39,303,15,328,2.0
6228,189000.0,Working,M,Y,Y,1,Higher education,Married,House / apartment,1,0,0,High skill tech staff,3.0,-17.0,36,177,10,13,1.0
6229,112500.0,Working,F,N,Y,1,Higher education,Married,House / apartment,1,1,0,Core staff,3.0,-12.0,24,203,4,26,0.0
6230,180000.0,State servant,F,N,Y,2,Higher education,Married,House / apartment,1,0,0,Core staff,4.0,-43.0,30,70,9,293,2.0
6231,76500.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,,2.0,-2.0,47,246,3,251,0.0
6232,270000.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-34.0,33,212,4,3,0.0
6233,157500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,1,0,,1.0,-43.0,60,110,unemployed,unemployed,1.0
6234,135000.0,Commercial associate,M,N,Y,0,Higher education,Separated,House / apartment,1,0,0,,1.0,-46.0,50,359,7,190,1.0
6235,202500.0,Working,M,N,Y,1,Higher education,Married,House / apartment,1,0,0,,3.0,-6.0,32,156,7,200,1.0
6236,157500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-8.0,41,291,12,111,1.0
6237,337500.0,Working,F,N,N,2,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,4.0,-8.0,30,40,5,349,1.0
6238,117000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-48.0,61,86,unemployed,unemployed,1.0
6239,315000.0,Working,M,Y,Y,1,Higher education,Separated,House / apartment,1,0,0,Managers,2.0,-23.0,44,106,6,341,0.0
6240,135000.0,Commercial associate,F,Y,Y,0,Higher education,Married,House / apartment,1,2,0,Accountants,2.0,-23.0,32,333,10,323,2.0
6241,139500.0,Working,F,Y,Y,0,Incomplete higher,Married,House / apartment,1,2,0,Medicine staff,2.0,-45.0,39,352,19,163,2.0
6242,315000.0,Working,M,N,Y,0,Higher education,Single / not married,House / apartment,1,0,0,Core staff,1.0,-57.0,29,289,8,164,0.0
6243,216000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,,2.0,-14.0,62,261,unemployed,unemployed,1.0
6244,450000.0,Commercial associate,M,Y,Y,0,Higher education,Single / not married,House / apartment,1,0,1,Sales staff,1.0,-1.0,29,252,1,223,0.0
6245,90000.0,Working,F,N,N,1,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Sales staff,2.0,-4.0,51,263,9,66,0.0
6246,99000.0,Working,M,N,Y,1,Secondary / secondary special,Separated,House / apartment,1,0,0,Laborers,2.0,-1.0,40,86,0,290,0.0
6247,180000.0,Working,M,N,Y,1,Higher education,Married,House / apartment,1,0,0,Managers,3.0,-37.0,25,316,3,140,2.0
6248,180000.0,Working,M,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,2,0,Security staff,1.0,-53.0,41,325,3,158,2.0
6249,180000.0,Pensioner,F,N,Y,0,Higher education,Separated,House / apartment,1,0,0,,1.0,-60.0,65,64,unemployed,unemployed,0.0
6250,697500.0,Commercial associate,M,Y,Y,2,Higher education,Separated,House / apartment,1,0,0,Sales staff,3.0,-3.0,38,314,14,185,0.0
6251,247500.0,Working,F,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Laborers,2.0,-30.0,47,3,18,239,2.0
6252,202500.0,Working,M,Y,N,2,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,4.0,-38.0,43,209,10,137,2.0
6253,225000.0,Commercial associate,F,N,Y,0,Higher education,Single / not married,House / apartment,1,1,1,Laborers,1.0,-14.0,49,157,4,143,1.0
6254,135000.0,Commercial associate,F,N,Y,1,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Laborers,2.0,-19.0,39,343,20,46,1.0
6255,112500.0,Working,F,N,Y,0,Secondary / secondary special,Married,Municipal apartment,1,0,0,,2.0,-12.0,56,149,10,30,2.0
6256,112500.0,Working,M,Y,Y,1,Higher education,Married,House / apartment,1,0,1,Accountants,3.0,-14.0,32,129,1,171,1.0
6257,180000.0,State servant,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-52.0,45,130,5,220,2.0
6258,180000.0,Working,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,-33.0,31,293,6,240,2.0
6259,85500.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,2,0,Waiters/barmen staff,3.0,-20.0,45,100,2,129,2.0
6260,103500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,1,,1.0,-53.0,59,185,unemployed,unemployed,2.0
6261,337500.0,Working,M,Y,Y,2,Incomplete higher,Married,House / apartment,1,1,0,Laborers,4.0,-18.0,34,8,4,218,1.0
6262,270000.0,Working,M,Y,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Laborers,1.0,-29.0,37,300,4,97,2.0
6263,225000.0,State servant,F,Y,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Laborers,1.0,-57.0,45,340,15,302,2.0
6264,112500.0,Pensioner,M,Y,N,0,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,,2.0,0.0,60,90,unemployed,unemployed,0.0
6265,90000.0,Commercial associate,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-33.0,31,301,8,109,2.0
6266,157500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Separated,House / apartment,1,0,0,,1.0,-8.0,61,97,unemployed,unemployed,2.0
6267,90000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-13.0,63,125,unemployed,unemployed,2.0
6268,135000.0,Working,M,N,N,1,Secondary / secondary special,Married,House / apartment,1,2,0,Security staff,3.0,-3.0,30,151,0,96,1.0
6269,540000.0,Commercial associate,M,Y,N,0,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,Sales staff,1.0,-10.0,28,279,4,267,2.0
6270,202500.0,Commercial associate,F,N,N,1,Secondary / secondary special,Separated,Municipal apartment,1,0,0,,2.0,-16.0,33,28,3,325,1.0
6271,90000.0,Working,F,N,N,1,Secondary / secondary special,Married,House / apartment,1,2,0,Drivers,3.0,-23.0,25,64,1,71,2.0
6272,225000.0,Working,M,Y,Y,2,Secondary / secondary special,Married,House / apartment,1,3,0,Laborers,4.0,-47.0,44,161,18,333,2.0
6273,315000.0,Commercial associate,M,Y,Y,0,Incomplete higher,Married,House / apartment,1,0,0,High skill tech staff,2.0,-8.0,42,317,6,324,1.0
6274,135000.0,Working,M,N,N,0,Higher education,Single / not married,With parents,1,3,0,,1.0,-16.0,27,227,1,163,1.0
6275,157500.0,Working,M,Y,N,1,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,3.0,-2.0,42,237,5,189,1.0
6276,225000.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,2.0,-9.0,45,82,11,316,1.0
6277,157500.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-1.0,28,85,0,155,0.0
6278,414000.0,Working,F,N,N,0,Higher education,Separated,House / apartment,1,0,0,,1.0,-16.0,56,346,3,352,0.0
6279,202500.0,Working,M,Y,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,Drivers,2.0,-29.0,43,278,5,201,2.0
6280,261000.0,Working,M,Y,Y,0,Higher education,Single / not married,With parents,1,0,0,Laborers,1.0,-13.0,22,126,0,302,1.0
6281,225000.0,Working,F,N,Y,1,Higher education,Married,House / apartment,1,0,0,Sales staff,3.0,-31.0,35,296,3,249,2.0
6282,256500.0,Commercial associate,M,Y,Y,0,Higher education,Married,House / apartment,1,0,1,Core staff,2.0,-38.0,58,333,4,214,0.0
6283,45000.0,Pensioner,F,Y,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-40.0,58,212,unemployed,unemployed,2.0
6284,67500.0,Commercial associate,F,N,Y,1,Higher education,Married,House / apartment,1,0,0,,3.0,-15.0,23,125,0,133,1.0
6285,112500.0,Working,M,Y,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,,1.0,-21.0,27,97,4,153,0.0
6286,112500.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Accountants,2.0,-47.0,50,325,11,98,1.0
6287,45000.0,State servant,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,3,0,Core staff,2.0,-53.0,50,282,10,16,2.0
6288,180000.0,Working,M,Y,Y,1,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Managers,3.0,-46.0,38,266,10,278,0.0
6289,112500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,,1.0,-54.0,60,134,unemployed,unemployed,2.0
6290,166500.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-58.0,61,270,14,357,2.0
6291,315000.0,Working,M,Y,N,2,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,4.0,-6.0,32,357,0,197,1.0
6292,81000.0,Working,F,Y,Y,3,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,5.0,-53.0,39,360,2,154,2.0
6293,157500.0,Commercial associate,M,Y,Y,0,Higher education,Married,House / apartment,1,0,0,Laborers,2.0,-35.0,57,118,3,94,1.0
6294,121500.0,Working,M,N,N,0,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,-35.0,28,92,1,338,0.0
6295,225000.0,Working,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,3.0,-12.0,31,63,2,137,2.0
6296,180000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,1,0,,1.0,-5.0,63,11,unemployed,unemployed,1.0
6297,99000.0,Commercial associate,F,N,Y,0,Higher education,Single / not married,House / apartment,1,3,0,Sales staff,1.0,-4.0,28,32,3,279,0.0
6298,144000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-2.0,60,16,unemployed,unemployed,0.0
6299,112500.0,Working,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,-50.0,30,329,1,143,1.0
6300,180000.0,Working,F,N,N,0,Secondary / secondary special,Single / not married,With parents,1,2,0,Sales staff,1.0,-15.0,28,47,7,38,2.0
6301,135000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-16.0,64,82,unemployed,unemployed,1.0
6302,225000.0,Commercial associate,F,Y,Y,1,Higher education,Separated,House / apartment,1,0,1,Laborers,2.0,-11.0,42,341,0,232,1.0
6303,405000.0,Working,F,N,N,0,Higher education,Married,House / apartment,1,3,0,,2.0,-35.0,29,141,5,96,2.0
6304,202500.0,Working,F,N,N,0,Higher education,Single / not married,House / apartment,1,0,1,Laborers,1.0,-54.0,32,311,1,341,0.0
6305,405000.0,Commercial associate,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,2.0,-13.0,59,216,14,333,1.0
6306,225000.0,Working,F,N,Y,1,Secondary / secondary special,Separated,House / apartment,1,0,0,,2.0,-25.0,38,207,10,142,2.0
6307,157500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-28.0,53,309,4,291,2.0
6308,171000.0,Student,F,N,Y,0,Higher education,Married,House / apartment,1,0,1,Core staff,2.0,-49.0,51,141,10,254,2.0
6309,81000.0,Pensioner,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-23.0,62,161,unemployed,unemployed,2.0
6310,166500.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-20.0,61,270,14,357,2.0
6311,94500.0,State servant,F,N,Y,0,Higher education,Separated,House / apartment,1,2,0,Laborers,1.0,-58.0,50,215,5,105,1.0
6312,112500.0,Working,F,N,Y,2,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,4.0,-38.0,35,199,6,189,2.0
6313,198000.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,2.0,-18.0,57,306,3,64,1.0
6314,99000.0,Working,M,N,N,1,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Laborers,2.0,-45.0,48,356,14,129,0.0
6315,360000.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,1,0,High skill tech staff,3.0,-10.0,43,169,7,141,1.0
6316,270000.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,2,0,Laborers,2.0,-36.0,40,14,6,250,0.0
6317,202500.0,Working,F,Y,Y,0,Higher education,Widow,House / apartment,1,0,0,Managers,1.0,-32.0,32,318,4,37,2.0
6318,112500.0,Working,M,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Security staff,2.0,-10.0,48,317,0,351,1.0
6319,121500.0,Working,F,N,N,1,Secondary / secondary special,Civil marriage,House / apartment,1,2,0,Core staff,3.0,-4.0,34,306,1,28,1.0
6320,202500.0,Working,M,N,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,Laborers,2.0,-23.0,27,297,7,30,2.0
6321,58500.0,Working,F,N,Y,1,Secondary / secondary special,Civil marriage,House / apartment,1,3,0,Core staff,3.0,-21.0,26,172,2,342,1.0
6322,112500.0,Commercial associate,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,3,0,Sales staff,3.0,-40.0,40,362,9,68,0.0
6323,112500.0,Working,F,Y,N,0,Higher education,Married,Municipal apartment,1,0,0,,2.0,-23.0,42,87,4,109,2.0
6324,144000.0,Working,F,Y,Y,1,Higher education,Married,House / apartment,1,0,0,Accountants,3.0,-15.0,35,128,8,4,0.0
6325,126000.0,Working,M,Y,Y,0,Higher education,Married,House / apartment,1,0,1,Sales staff,2.0,-32.0,49,329,9,223,2.0
6326,180000.0,Commercial associate,M,Y,Y,0,Secondary / secondary special,Married,Municipal apartment,1,3,0,Laborers,2.0,-10.0,37,166,1,108,0.0
6327,135000.0,Working,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,Cleaning staff,1.0,-46.0,39,201,1,261,2.0
6328,112500.0,Working,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,3,0,Drivers,3.0,-6.0,44,144,2,195,2.0
6329,135000.0,Working,M,N,N,0,Higher education,Married,House / apartment,1,2,0,Laborers,2.0,-18.0,29,303,2,363,0.0
6330,112500.0,Pensioner,F,N,Y,0,Higher education,Married,House / apartment,1,0,0,,2.0,-21.0,60,162,unemployed,unemployed,1.0
6331,148500.0,Commercial associate,F,Y,N,0,Higher education,Married,House / apartment,1,2,0,High skill tech staff,2.0,-28.0,34,245,5,218,1.0
6332,180000.0,Commercial associate,F,N,Y,0,Higher education,Single / not married,House / apartment,1,0,1,HR staff,1.0,-27.0,49,60,4,223,2.0
6333,292500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-27.0,51,264,unemployed,unemployed,0.0
6334,157500.0,Working,F,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Managers,3.0,-20.0,34,90,15,287,0.0
6335,202500.0,Working,M,N,N,2,Secondary / secondary special,Civil marriage,House / apartment,1,3,0,,4.0,-16.0,28,305,2,133,2.0
6336,112500.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,2,0,Core staff,2.0,-13.0,29,74,5,67,1.0
6337,90000.0,Working,F,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,,3.0,-9.0,36,337,2,95,2.0
6338,72900.0,Pensioner,M,N,Y,0,Lower secondary,Married,House / apartment,1,0,0,,2.0,-10.0,64,63,unemployed,unemployed,2.0
6339,135000.0,Commercial associate,F,N,Y,1,Higher education,Married,House / apartment,1,0,0,Sales staff,3.0,-16.0,27,327,2,241,2.0
6340,405000.0,Working,F,Y,Y,3,Secondary / secondary special,Married,House / apartment,1,0,0,Accountants,5.0,-45.0,38,16,10,353,2.0
6341,180000.0,State servant,M,Y,Y,0,Higher education,Single / not married,House / apartment,1,0,1,,1.0,-15.0,22,160,2,156,1.0
6342,225000.0,Working,M,Y,Y,0,Secondary / secondary special,Separated,House / apartment,1,1,0,,1.0,-19.0,48,27,3,233,1.0
6343,135000.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,3,0,Sales staff,2.0,-4.0,51,271,6,333,0.0
6344,157500.0,Working,M,N,Y,0,Higher education,Married,House / apartment,1,2,0,Laborers,2.0,-31.0,38,153,11,265,2.0
6345,76500.0,Working,F,N,N,1,Secondary / secondary special,Married,House / apartment,1,2,0,Sales staff,3.0,-33.0,27,225,2,5,1.0
6346,135000.0,Commercial associate,F,N,N,1,Secondary / secondary special,Separated,House / apartment,1,0,0,Private service staff,2.0,-24.0,29,140,7,247,0.0
6347,45000.0,Commercial associate,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,2,0,Cleaning staff,3.0,-5.0,42,286,2,327,1.0
6348,99000.0,Working,M,N,N,1,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Laborers,2.0,-1.0,48,356,14,129,0.0
6349,135000.0,Working,M,Y,Y,1,Incomplete higher,Married,House / apartment,1,1,0,Laborers,3.0,-60.0,31,323,13,264,2.0
6350,144000.0,Pensioner,F,Y,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,,2.0,-20.0,58,105,unemployed,unemployed,2.0
6351,180000.0,State servant,F,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,2,0,Core staff,2.0,-40.0,44,31,20,71,2.0
6352,67500.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,2,0,Accountants,3.0,-18.0,30,82,0,314,1.0
6353,157500.0,Working,M,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,1,Laborers,2.0,-11.0,26,92,8,83,2.0
6354,135000.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Cleaning staff,2.0,-2.0,55,248,4,267,1.0
6355,112500.0,Working,F,N,Y,0,Higher education,Civil marriage,House / apartment,1,0,0,Core staff,2.0,-29.0,35,8,3,110,2.0
6356,157500.0,Commercial associate,F,N,Y,1,Higher education,Married,House / apartment,1,0,1,Accountants,3.0,-11.0,38,267,9,267,1.0
6357,112500.0,Working,M,N,Y,0,Higher education,Civil marriage,House / apartment,1,0,0,Security staff,2.0,-21.0,54,298,15,110,2.0
6358,135000.0,Working,F,N,N,0,Secondary / secondary special,Married,With parents,1,3,0,Core staff,2.0,-12.0,27,159,1,227,2.0
6359,292500.0,Working,F,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,1,,1.0,-32.0,36,294,9,230,2.0
6360,67500.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,3,0,,2.0,-46.0,44,277,7,172,1.0
6361,270000.0,Working,M,Y,Y,0,Lower secondary,Separated,House / apartment,1,2,0,Laborers,1.0,-33.0,52,184,10,175,1.0
6362,225000.0,Working,M,N,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,Laborers,2.0,-29.0,42,304,0,158,2.0
6363,121500.0,Working,M,Y,Y,2,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,4.0,-13.0,30,41,1,272,1.0
6364,270000.0,Working,F,Y,N,2,Higher education,Married,House / apartment,1,3,0,,4.0,-27.0,36,4,1,317,1.0
6365,207000.0,Working,F,Y,Y,1,Higher education,Married,House / apartment,1,1,1,Accountants,3.0,-8.0,29,206,6,288,2.0
6366,360000.0,Working,M,Y,Y,0,Higher education,Married,House / apartment,1,3,0,Managers,2.0,-14.0,51,55,14,321,1.0
6367,99000.0,Working,F,N,Y,1,Secondary / secondary special,Married,Municipal apartment,1,0,0,Laborers,3.0,-25.0,30,89,7,254,0.0
6368,135000.0,Working,F,N,N,1,Higher education,Married,House / apartment,1,3,0,Sales staff,3.0,-31.0,31,209,5,67,2.0
6369,270000.0,Working,M,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Drivers,2.0,-18.0,44,80,2,170,2.0
6370,126000.0,Working,F,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Private service staff,1.0,-54.0,43,232,2,309,2.0
6371,270000.0,Working,F,N,N,0,Secondary / secondary special,Civil marriage,Office apartment,1,3,0,Sales staff,2.0,-9.0,25,59,2,110,2.0
6372,202500.0,Working,F,N,Y,0,Higher education,Single / not married,With parents,1,0,0,,1.0,-18.0,27,224,6,79,2.0
6373,202500.0,Working,F,Y,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,,1.0,-2.0,31,153,4,165,1.0
6374,112500.0,Pensioner,F,N,N,0,Secondary / secondary special,Married,Municipal apartment,1,0,0,,2.0,-25.0,58,193,unemployed,unemployed,0.0
6375,292500.0,Commercial associate,M,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-20.0,28,155,2,232,2.0
6376,202500.0,Commercial associate,M,N,Y,1,Secondary / secondary special,Married,House / apartment,1,1,0,Security staff,3.0,-39.0,40,352,0,104,1.0
6377,126000.0,Working,F,Y,Y,2,Incomplete higher,Married,House / apartment,1,1,0,Core staff,4.0,-33.0,31,117,0,129,1.0
6378,189000.0,Commercial associate,F,Y,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,High skill tech staff,2.0,-6.0,48,344,1,340,0.0
6379,270000.0,Working,M,Y,N,2,Secondary / secondary special,Married,House / apartment,1,2,0,Managers,4.0,-59.0,49,262,3,6,2.0
6380,90000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-9.0,62,59,unemployed,unemployed,2.0
6381,157500.0,Working,F,N,Y,1,Secondary / secondary special,Separated,Municipal apartment,1,0,0,Sales staff,2.0,-23.0,36,215,1,260,1.0
6382,135000.0,Pensioner,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-15.0,57,229,unemployed,unemployed,1.0
6383,225000.0,Working,F,Y,N,0,Secondary / secondary special,Widow,House / apartment,1,0,0,Sales staff,1.0,-1.0,39,201,1,36,0.0
6384,135000.0,Working,F,Y,N,3,Higher education,Married,House / apartment,1,3,0,Core staff,5.0,-11.0,37,20,12,98,0.0
6385,450000.0,Working,F,N,Y,0,Higher education,Civil marriage,House / apartment,1,0,0,High skill tech staff,2.0,-53.0,48,6,9,52,2.0
6386,144000.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,-59.0,43,48,5,227,2.0
6387,180000.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,-21.0,43,219,11,339,1.0
6388,157500.0,Working,F,Y,Y,1,Incomplete higher,Civil marriage,House / apartment,1,0,0,,3.0,-17.0,35,271,7,198,2.0
6389,49500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-57.0,62,363,unemployed,unemployed,1.0
6390,202500.0,Pensioner,F,N,N,3,Secondary / secondary special,Widow,House / apartment,1,0,0,,4.0,-27.0,36,150,unemployed,unemployed,2.0
6391,180000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-27.0,58,151,unemployed,unemployed,2.0
6392,76500.0,Pensioner,F,N,Y,0,Higher education,Single / not married,House / apartment,1,0,0,,1.0,-52.0,64,12,unemployed,unemployed,2.0
